near_miss_id,site_id,report_date,hazard_category,shift,location_on_site,potential_severity,corrective_action_taken,description
1407,18,2025-06-08,Mobile equipment,Day,Open pit,Medium,False,Est tenetur saepe quisquam cum animi quae eveniet eaque impedit amet ab illo excepturi illum animi recusandae.
1408,18,2025-02-01,Fall from height,Night,Open pit,High,True,Sequi est adipisci est modi dolor sed nesciunt nulla officia unde veniam.
1409,18,2024-03-25,Mobile equipment,Afternoon,Haul road,Low,True,Vel delectus numquam quas velit ducimus perferendis architecto.
1410,18,2024-11-29,Mobile equipment,Night,Workshop,Medium,False,Eligendi ratione iusto hic dolore aliquam nisi exercitationem neque illo perferendis quasi voluptatibus repudiandae ratione nihil soluta consectetur incidunt.
1411,19,2023-06-27,Explosives,Day,Workshop,High,False,Adipisci maxime maxime beatae debitis quod harum laborum voluptatibus amet.
1412,19,2023-08-21,Fall from height,Day,Camp,Low,True,Placeat placeat dicta recusandae officiis exercitationem iste molestias libero temporibus corporis.
1413,19,2024-10-31,Fall from height,Afternoon,Processing plant,High,False,Officiis tenetur optio similique iusto vitae facere dicta non est voluptatem accusantium quisquam dolorum recusandae dolores ducimus maxime omnis.
1414,19,2025-01-03,Electrical,Day,Open pit,Medium,False,Optio soluta nisi perspiciatis laboriosam cumque itaque eius consequuntur impedit temporibus aliquid esse aut veniam soluta.
1415,19,2024-05-29,Mobile equipment,Day,Processing plant,Medium,True,In autem molestiae fugiat iure vero hic expedita.
1416,19,2024-12-24,Ground fall,Night,Processing plant,Low,True,Corrupti fugiat pariatur iure delectus aperiam assumenda at repellendus neque itaque fugit quod possimus.
1417,19,2023-10-14,Mobile equipment,Afternoon,Processing plant,Medium,True,Et provident odio velit accusantium saepe natus error laborum facere atque assumenda soluta laboriosam quae accusantium sapiente.
1418,19,2025-07-02,Hazardous substances,Day,Processing plant,Low,False,Itaque ipsam quidem consectetur fugit voluptates autem ipsa vitae voluptatibus dolorum eaque.
1419,19,2026-04-02,Mobile equipment,Day,Haul road,Low,True,Eveniet voluptates vel accusamus magnam est explicabo magnam exercitationem voluptatum eveniet veniam praesentium neque quis necessitatibus vel.
1420,19,2025-04-06,Fall from height,Night,Camp,Low,True,Laborum sunt debitis tenetur voluptatum at eveniet incidunt veritatis debitis itaque modi.
1421,19,2025-08-04,Explosives,Afternoon,Processing plant,Low,True,Eius rem nihil necessitatibus iste iure delectus aperiam fugiat dolor fugit accusantium.
1422,19,2026-02-01,Ground fall,Day,Haul road,Low,False,Doloribus assumenda consequuntur ab modi quod possimus ullam cum nam quisquam explicabo ipsum accusantium perferendis.
1423,19,2024-08-17,Electrical,Day,Processing plant,Low,True,Atque ullam explicabo nostrum suscipit sit eius aut blanditiis expedita blanditiis sunt.
1424,19,2024-11-26,Fall from height,Night,Haul road,Medium,False,Illo molestias unde quaerat illum architecto magni porro itaque facere exercitationem quidem ex iusto est ipsum hic.
1425,19,2024-06-14,Ground fall,Day,Open pit,Low,False,Rem delectus dolore non velit libero illum facere odio molestiae enim vel labore aliquid odit.
1426,19,2024-07-16,Mobile equipment,Day,Underground,High,True,Quo dicta exercitationem eum quod ratione illo non est sint fugit maxime.
1427,19,2025-08-28,Mobile equipment,Night,Processing plant,Medium,False,Praesentium distinctio illo ullam quam alias saepe itaque est doloribus accusantium nesciunt excepturi eaque fuga voluptatum error iste.
1428,19,2024-09-17,Explosives,Night,Haul road,High,False,Maxime eaque doloremque consectetur inventore voluptatem mollitia excepturi mollitia atque laudantium possimus earum quo atque occaecati nesciunt suscipit.
1429,19,2025-12-02,Mobile equipment,Night,Underground,Low,True,Voluptatem quo fugiat esse ex voluptate blanditiis assumenda quasi cumque quaerat iure deleniti facilis blanditiis fugit.
1430,19,2025-05-22,Fall from height,Night,Workshop,Medium,True,Ducimus modi illo praesentium nobis vitae aperiam totam voluptas perferendis ipsa porro.
1431,19,2025-02-18,Mobile equipment,Day,Underground,Medium,True,Assumenda consequuntur qui cupiditate dignissimos ipsam soluta dolorem vitae culpa rem enim quis a quod.
1432,19,2023-06-10,Explosives,Night,Underground,Medium,False,Natus dolorum accusantium nemo rerum dolor suscipit delectus odio voluptas quae sequi aut maxime vero animi.
1433,19,2024-01-28,Mobile equipment,Day,Open pit,Medium,False,Qui officia beatae itaque voluptate tempore harum reiciendis.
1434,19,2024-09-30,Manual handling,Day,Camp,High,True,Repudiandae repudiandae asperiores vitae sequi ea laborum suscipit consequuntur ab consequuntur minus quidem sit.
1435,19,2025-01-27,Ground fall,Afternoon,Open pit,Low,False,Perspiciatis soluta ut dolorum facere aliquam velit minima perferendis praesentium culpa reprehenderit minus molestias numquam.
1436,19,2024-08-02,Electrical,Day,Camp,High,True,Tempore molestias ab corporis hic modi et nesciunt odio possimus.
1437,19,2024-11-30,Ground fall,Afternoon,Camp,Low,True,Cupiditate dolorem ea quam possimus nemo accusantium aliquid maiores eveniet eveniet labore voluptas.
1438,19,2023-10-30,Fall from height,Night,Camp,High,True,Cum id reprehenderit non ullam error atque molestias officiis iure nisi adipisci cum perferendis.
1439,19,2024-06-23,Ground fall,Night,Open pit,High,False,Eaque corrupti quidem libero minima unde pariatur qui.
1440,19,2025-05-15,Explosives,Night,Processing plant,High,True,Sunt fuga placeat at facilis distinctio quaerat dolorum aspernatur id.
1441,19,2025-12-19,Mobile equipment,Day,Haul road,Medium,True,Placeat in asperiores aut nobis praesentium suscipit eligendi.
1442,19,2023-09-17,Mobile equipment,Afternoon,Haul road,High,True,Incidunt recusandae quod vitae minima repellat repudiandae pariatur voluptate repellat ullam blanditiis iusto hic aperiam quo impedit voluptates voluptates.
1443,19,2025-01-20,Explosives,Afternoon,Haul road,High,False,Delectus quod voluptates cum tempore nulla ex quos est laboriosam.
1444,19,2026-05-09,Fall from height,Afternoon,Underground,High,True,Magni quos odit itaque officiis ea odit atque accusamus temporibus amet numquam ex quam aliquid architecto odit.
1445,19,2025-05-27,Mobile equipment,Night,Open pit,High,True,Quos consequuntur incidunt adipisci numquam nihil ex iste accusantium illo earum repellendus repellat architecto ipsam minus porro sequi quod.
1446,20,2023-08-22,Hazardous substances,Afternoon,Haul road,High,True,Eius at aspernatur recusandae distinctio porro odit nostrum accusamus aliquid incidunt unde placeat alias ex sit.
1447,20,2025-06-01,Ground fall,Afternoon,Haul road,Low,False,Sequi eligendi fuga omnis itaque eveniet quaerat delectus nostrum.
1448,20,2026-03-24,Hazardous substances,Night,Processing plant,Medium,False,Consequuntur quis soluta quam sapiente aut perferendis omnis consectetur quae impedit repellat magni.
1449,20,2024-10-09,Electrical,Night,Open pit,High,True,Dolorem ipsa quis molestiae sunt magnam natus temporibus voluptates provident quibusdam nisi dignissimos fugit dolorem unde tempore temporibus.
1450,20,2024-05-21,Ground fall,Afternoon,Underground,Low,True,Earum nihil iste saepe omnis quasi debitis molestiae autem laudantium corporis vel mollitia vel cum placeat.
1451,20,2026-05-26,Ground fall,Day,Haul road,Medium,True,Suscipit id assumenda labore tempora harum aperiam cupiditate esse laboriosam id doloribus in numquam molestiae beatae incidunt dolores.
1452,20,2023-11-27,Fall from height,Day,Underground,High,True,Illum sequi labore nemo adipisci ea voluptatum commodi iusto est quisquam debitis fugiat tempora odit itaque iste eum corporis.
1453,20,2024-03-23,Ground fall,Day,Processing plant,Medium,False,Nostrum itaque rerum illum architecto qui ut laboriosam sed.
1454,20,2026-01-13,Manual handling,Night,Underground,High,True,Nesciunt omnis perspiciatis ipsa iste consequuntur veritatis atque quae magnam aspernatur vero eum aliquam quae.
1455,20,2025-05-08,Hazardous substances,Night,Camp,Low,True,Dolorem voluptatem repudiandae sunt ullam voluptatibus harum quasi.
1456,20,2024-03-31,Mobile equipment,Afternoon,Haul road,High,True,Expedita dolorum harum sit veniam nobis est voluptas dicta repellat quidem eligendi quidem nisi officiis numquam rem totam occaecati.
1457,20,2024-05-06,Explosives,Night,Underground,High,True,Doloremque soluta voluptatibus iste rerum impedit quae fuga minima voluptate occaecati optio labore.
1458,20,2025-03-15,Ground fall,Night,Underground,Low,False,Aliquid ipsa vero nostrum deserunt maiores reiciendis ab.
1459,20,2026-04-04,Hazardous substances,Night,Underground,Low,True,Delectus quibusdam nostrum saepe exercitationem eligendi expedita similique illum.
1460,20,2024-01-04,Ground fall,Afternoon,Workshop,Medium,True,Eius ad saepe unde minus quidem voluptatibus sint veniam ab iure.
1461,20,2026-04-15,Fall from height,Day,Underground,Medium,True,Tenetur quasi accusamus ea ipsum provident reprehenderit similique aspernatur iusto nostrum quam aliquam velit quas aliquam.
1462,20,2026-04-22,Ground fall,Day,Haul road,Low,False,Labore modi deserunt neque natus quam delectus nisi temporibus nesciunt vitae consequuntur amet.
1463,20,2025-08-20,Mobile equipment,Day,Workshop,Medium,False,Labore libero deserunt in mollitia consequuntur libero molestiae perferendis quod molestiae.
1464,20,2023-09-24,Ground fall,Night,Open pit,Medium,True,Mollitia iure ad quas maxime quia excepturi culpa mollitia placeat.
1465,20,2024-10-03,Hazardous substances,Afternoon,Workshop,Medium,False,Velit inventore reprehenderit beatae voluptates officia iste atque occaecati veritatis id fugit aliquid doloremque vitae ipsa aspernatur harum.
1466,20,2026-01-21,Mobile equipment,Night,Open pit,High,True,Omnis eum quasi est alias maxime eum deserunt delectus.
1467,20,2024-05-25,Ground fall,Day,Camp,Low,True,Similique voluptatum dolor porro accusantium repudiandae suscipit non ullam provident reiciendis cumque labore optio alias nesciunt perspiciatis ullam.
1468,20,2025-10-18,Manual handling,Day,Workshop,High,True,Saepe ducimus qui sint ratione blanditiis optio sequi architecto et reiciendis ratione est exercitationem consectetur exercitationem illo.
1469,20,2025-03-09,Mobile equipment,Afternoon,Haul road,Low,True,Doloribus ex possimus tempora molestiae ex officiis rerum voluptas inventore saepe.
1470,20,2024-10-13,Fall from height,Night,Underground,Low,True,Magnam neque laudantium sint nemo veniam voluptatum soluta rerum aliquam quia.
1471,20,2026-03-01,Mobile equipment,Night,Haul road,Medium,True,Accusamus odio ea deleniti laboriosam adipisci praesentium dolorem quo qui.
1472,20,2023-08-27,Fall from height,Afternoon,Underground,Low,True,Suscipit non eos tenetur perspiciatis itaque facere nulla animi est quam inventore hic nihil.
1473,20,2024-09-10,Electrical,Day,Open pit,Medium,False,Aspernatur temporibus ea veritatis odio nam qui quia rem.
1474,20,2024-05-25,Ground fall,Day,Processing plant,Medium,False,Eveniet saepe dolorum provident cupiditate hic nulla enim id voluptatem vitae vero.
1475,20,2026-05-15,Manual handling,Afternoon,Workshop,Medium,True,Voluptatem in molestiae voluptatum dolorum maiores molestiae fugit animi at dolores mollitia aspernatur aut eaque culpa ex incidunt sed.
1476,20,2023-12-05,Mobile equipment,Night,Workshop,Low,True,Dignissimos temporibus distinctio est debitis maiores cupiditate laborum expedita eveniet.
1477,20,2024-12-06,Fall from height,Afternoon,Processing plant,Medium,True,Laudantium ut aperiam dolor delectus sit expedita expedita suscipit quam sapiente voluptas odio unde asperiores explicabo.
1478,20,2025-08-25,Mobile equipment,Afternoon,Processing plant,Medium,True,Consequatur deleniti deleniti laboriosam quidem quos ratione ab fuga odio suscipit cum vel quasi.
1479,20,2024-07-03,Mobile equipment,Afternoon,Workshop,Low,False,Porro quis fugit provident saepe dolor consequatur eveniet omnis neque nemo officia repellat minima iste numquam explicabo.
1480,20,2025-12-17,Fall from height,Day,Camp,Low,False,Quam explicabo officia odit quia ad error quibusdam voluptatem perferendis dolorum itaque commodi veritatis soluta asperiores ipsum.
1481,20,2024-10-16,Mobile equipment,Afternoon,Camp,High,False,Optio ex rerum soluta suscipit impedit animi a rerum atque blanditiis voluptatum nam.
1482,20,2025-11-11,Ground fall,Day,Underground,Low,False,Ipsum debitis ex reiciendis laudantium similique fuga vel dicta culpa blanditiis atque sunt placeat nostrum.
1483,20,2024-01-09,Ground fall,Day,Open pit,Medium,True,Ab sunt totam laudantium nemo labore hic deleniti eaque ab.
1484,20,2023-08-15,Mobile equipment,Afternoon,Camp,Low,False,Voluptate doloribus iusto iure dolorum autem repudiandae molestiae consequatur maxime dolorum laboriosam.
1485,20,2026-02-17,Hazardous substances,Night,Camp,Medium,False,Reiciendis laudantium iusto quos labore laudantium consequatur tempore excepturi magni quidem ratione modi repellat.
1486,20,2024-05-02,Fall from height,Day,Camp,High,True,Ab ipsum quod exercitationem veritatis corporis perferendis hic natus dicta nesciunt eum eos deserunt.
1487,20,2025-09-28,Mobile equipment,Afternoon,Haul road,High,True,Minus itaque fugit facere tempore officia tempore quis laudantium molestias rerum.
1488,20,2025-02-06,Explosives,Afternoon,Underground,High,True,Voluptatum quaerat labore libero iste ad dignissimos praesentium blanditiis dolore molestias ea enim sapiente suscipit.
1489,20,2023-06-10,Explosives,Night,Open pit,High,False,Facilis molestias velit consectetur aspernatur dolor facilis libero possimus ducimus modi quod.
1490,20,2023-08-04,Mobile equipment,Day,Haul road,Medium,True,Fugit animi quia animi similique mollitia facere sint et sed animi et rem non repellendus itaque rem exercitationem.
1491,20,2025-07-21,Hazardous substances,Night,Processing plant,Medium,True,Voluptatem maiores quas ab harum architecto officiis commodi eos veniam aliquid enim voluptatibus nobis id sint eligendi.
1492,20,2024-01-20,Hazardous substances,Night,Open pit,Medium,True,Provident facere mollitia deserunt sequi doloribus commodi dolor odio odio dolor.
1493,20,2024-11-03,Ground fall,Afternoon,Underground,Low,True,Excepturi consectetur voluptate tempore quod cum enim et mollitia.
1494,20,2026-03-14,Ground fall,Night,Processing plant,High,False,Suscipit possimus officia sequi inventore amet praesentium quos earum possimus laboriosam fuga.
1495,20,2024-10-03,Mobile equipment,Afternoon,Camp,Medium,False,Voluptatibus laudantium delectus porro reprehenderit sapiente neque optio.
1496,20,2024-12-16,Electrical,Night,Workshop,High,False,Maiores placeat animi accusantium odio ducimus molestiae dicta.
1497,20,2025-05-11,Mobile equipment,Afternoon,Workshop,High,False,Voluptatum nulla eum ab aspernatur eaque accusamus officiis nisi debitis et possimus dolores quae similique animi nam ad.
1498,20,2024-05-03,Explosives,Night,Processing plant,Low,False,Velit rerum dolore illo deserunt aperiam officiis tenetur ex eligendi expedita provident possimus ex minus placeat minima labore assumenda.
1499,20,2025-09-17,Manual handling,Afternoon,Processing plant,High,False,Similique magni officiis cupiditate ipsam molestias laborum magnam tempore sint adipisci soluta labore itaque voluptas quam architecto ab.
1500,20,2023-09-18,Manual handling,Afternoon,Workshop,Medium,False,Dolorem itaque earum suscipit voluptates magnam deserunt aut sint.
